Gebaeudebestand in 250 Zaehlbezirken in Wien - Registerzaehlung 2021 | Building stock in 250 sub-districts in Vienna - Census 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;GEB_TOTAL;OBJ_TYP_1;OBJ_TYP_2;OBJ_TYP_3;OBJ_TYP_4;OBJ_TYP_5;OBJ_WSA_1;OBJ_WSA_2;OBJ_ANZWHG_0;OBJ_ANZWHG_1;OBJ_ANZWHG_2;OBJ_ANZWHG_3;OBJ_ANZWHG_4;OBJ_ANZWHG_5;OBJ_ANZWHG_6;OBJ_EIGENT_1;OBJ_EIGENT_2;OBJ_EIGENT_3;OBJ_EIGENT_4;OBJ_FLNETTO_1;OBJ_FLNETTO_2;OBJ_FLNETTO_3;OBJ_FLNETTO_4;OBJ_FLNETTO_5;OBJ_ANZGESCHO_1;OBJ_ANZGESCHO_2;OBJ_ANZGESCHO_3;OBJ_ANZGESCHO_4;OBJ_ANZGESCHO_5;OBJ_ANZGESCHO_6;OBJ_ANZGESCHO_7;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;REF_DATE
AT1;AT13;AT130;92300;92306;498;170;16;52;0;260;208;290;234;189;22;7;26;11;9;292;24;43;139;208;32;45;45;168;229;177;50;26;9;7;0;34;38;41;58;68;83;44;132;20211031
AT1;AT13;AT130;92300;92307;1322;679;51;413;4;175;1070;252;109;719;58;71;212;104;49;810;197;226;89;705;73;170;194;180;302;475;307;140;61;35;2;209;68;112;122;81;149;82;499;20211031
AT1;AT13;AT130;92300;92308;758;458;46;160;2;92;646;112;59;481;47;19;29;64;59;582;61;59;56;447;69;29;93;120;238;292;88;61;25;51;3;14;114;74;115;70;60;59;252;20211031
AT1;AT13;AT130;92300;92309;1710;1307;90;221;3;89;1302;408;33;1353;95;42;133;31;23;1506;118;37;49;1265;138;124;134;49;675;690;261;51;10;21;2;64;242;206;359;295;175;74;295;20211031
AT1;AT13;AT130;92300;92310;513;230;21;227;2;33;469;44;14;249;21;18;93;109;9;313;112;62;26;229;33;54;147;50;92;189;60;98;24;50;0;23;33;37;106;148;118;21;27;20211031
AT1;AT13;AT130;92300;92311;535;110;29;318;4;74;450;85;50;129;29;49;98;135;45;314;81;81;59;116;50;52;155;162;103;119;58;83;82;89;1;102;29;68;60;59;53;65;99;20211031
AT1;AT13;AT130;92300;92312;983;528;69;295;9;82;863;120;43;564;74;100;138;61;3;716;181;57;29;523;138;132;134;56;282;394;194;80;29;4;0;157;77;167;86;119;221;71;85;20211031
AT1;AT13;AT130;92300;92313;1188;877;87;173;2;49;1022;166;10;912;90;53;114;9;0;1050;28;103;7;755;191;130;104;8;410;568;181;28;1;0;0;83;129;141;340;190;127;65;113;20211031
AT1;AT13;AT130;92300;92314;1108;624;116;245;3;120;948;160;48;676;126;105;108;44;1;948;66;56;38;563;170;180;143;52;382;476;153;73;21;3;0;183;119;108;188;137;114;103;156;20211031
AT1;AT13;AT130;92300;92315;727;564;42;77;2;42;615;112;4;600;45;24;44;8;2;671;5;45;6;432;129;94;63;9;256;366;84;18;2;1;0;67;65;68;133;159;70;50;115;20211031
AT1;AT13;AT130;92300;92316;569;364;39;117;4;45;473;96;20;388;40;31;45;35;10;456;30;44;39;331;72;65;52;49;230;220;71;25;7;16;0;102;52;51;74;104;49;40;97;20211031
AT1;AT13;AT130;92300;92317;267;120;6;0;1;140;115;152;127;131;8;0;1;0;0;172;26;5;64;120;29;14;25;79;141;80;37;6;2;1;0;2;16;16;32;31;39;58;73;20211031
AT1;AT13;AT130;92300;92318;1407;898;47;190;2;270;1103;304;226;931;54;22;141;27;6;564;199;497;147;905;47;104;131;220;532;523;236;83;27;5;1;8;75;66;83;53;778;241;103;20211031
AT1;AT13;AT130;92300;92319;229;46;5;155;0;23;211;18;14;50;7;1;74;44;39;52;88;83;6;51;2;34;76;66;38;29;54;56;14;10;28;14;0;16;89;23;63;3;21;20211031
