"Hofname";"Adresse";"Baujahr von";"Baujahr bis";"Baujahr um";"Architekt";"Kunst am Bau";"Letzte Sanierung von";"Letzte Sanierung bis";"Wohnungen";"Lokale";"PDF-Download"
"Zinckgasse 5-7";"1150 Wien, Zinckgasse Zinckgasse";"1985";"1987";"";"Heinz Scheide, Karl W. Zimmermann";"nein";"";"";"32";"3";"https://www.wwpipe.at/web-portal/complex-description/1715414"
"F¸nfhausgasse 6-8";"1150 Wien, F¸nfhausgasse F¸nfhausgasse";"1985";"1987";"";"Emil Kovacic";"nein";"";"";"23";"1";"https://www.wwpipe.at/web-portal/complex-description/1715415"
"Storchengasse 22";"1150 Wien, Storchengasse Storchengasse";"1985";"1986";"";"Peter Schwager";"nein";"";"";"21";"0";"https://www.wwpipe.at/web-portal/complex-description/1715416"
"Ansch¸tzgasse 10";"1150 Wien, Ansch¸tzgasse Ansch¸tzgasse";"1985";"1987";"";"Helmut Wimmer";"nein";"";"";"19";"0";"https://www.wwpipe.at/web-portal/complex-description/1715417"
"Ortnergasse 5";"1150 Wien, Ortnergasse Ortnergasse";"1985";"1986";"";"Rudolf Guttmann";"nein";"";"";"11";"0";"https://www.wwpipe.at/web-portal/complex-description/1715418"
"Kellinggasse 13";"1150 Wien, Kellinggasse Kellinggasse";"1985";"1986";"";"Rudolf Guttmann";"nein";"";"";"14";"0";"https://www.wwpipe.at/web-portal/complex-description/1715419"
"Diefenbachgasse 30";"1150 Wien, Diefenbachgasse Diefenbachgasse";"1989";"1990";"";"Peter Zauchenberger";"ja";"";"";"16";"0";"https://www.wwpipe.at/web-portal/complex-description/2015420"
"Sturzgasse 31-33";"1150 Wien, Sturzgasse Sturzgasse";"1989";"1990";"";"Rudolf Lamprecht";"ja";"";"";"22";"0";"https://www.wwpipe.at/web-portal/complex-description/1915421"
"Rustengasse 10";"1150 Wien, Rustengasse Rustengasse";"1989";"1991";"";"Roland C‰sar";"nein";"";"";"21";"1";"https://www.wwpipe.at/web-portal/complex-description/2115422"
"Toﬂgasse 5";"1150 Wien, Tossgasse Tossgasse";"1989";"1990";"";"Roland C‰sar";"nein";"";"";"10";"0";"https://www.wwpipe.at/web-portal/complex-description/1915423"
"Beckmanngasse 66";"1150 Wien, Beckmanngasse Beckmanngasse";"1984";"1987";"";"Heinz Ekhart";"nein";"";"";"10";"0";"https://www.wwpipe.at/web-portal/complex-description/1715424"
"Karmeliterhofgasse 7-9";"1150 Wien, Karmeliterhofgasse Karmeliterhofgasse";"1991";"1992";"";"Herbert Scheiner";"nein";"";"";"35";"0";"https://www.wwpipe.at/web-portal/complex-description/2115425"
"Oelweingasse 3-5";"1150 Wien, Oelweingasse Oelweingasse";"1990";"1992";"";"Andreas Zangerl";"nein";"";"";"24";"1";"https://www.wwpipe.at/web-portal/complex-description/2115426"
"Rauchfangkehrergasse 17-27";"1150 Wien, Rauchfangkehrergasse Rauchfangkehrergasse";"1987";"1990";"";"Gert M. Mayr-Keber";"nein";"";"";"82";"1";"https://www.wwpipe.at/web-portal/complex-description/2015436"
"Kirchstetterngasse 60";"1160 Wien, Kirchstetterngasse Kirchstetterngasse";"1956";"1957";"";"Walther Raschka";"nein";"";"";"20";"2";"https://www.wwpipe.at/web-portal/complex-description/0316006"
"Neulerchenfelder Straﬂe 52";"1160 Wien, Neulerchenfelder Straﬂe Neulerchenfelder Straﬂe";"1953";"1958";"";"Otto Leopold, Walter Totz";"nein";"";"";"12";"2";"https://www.wwpipe.at/web-portal/complex-description/0316041"
"Enenkelstraﬂe 35";"1160 Wien, Enenkelstraﬂe Enenkelstraﬂe";"1922";"1922";"";"Hugo Mayer";"nein";"";"";"48";"4";"https://www.wwpipe.at/web-portal/complex-description/0816301"
"Josef-Srp-Hof";"1160 Wien, Thaliastraﬂe Thaliastraﬂe";"1926";"1926";"";"Rudolf Weiser";"nein";"";"";"19";"7";"https://www.wwpipe.at/web-portal/complex-description/0816308"
"Br¸ﬂlgasse 34";"1160 Wien, Br¸ﬂlgasse Br¸ﬂlgasse";"1927";"1928";"";"Franz Wiesmann";"ja";"";"";"18";"1";"https://www.wwpipe.at/web-portal/complex-description/0816312"
"Thalhaimergasse 44";"1160 Wien, Thalhaimergasse Thalhaimergasse";"1927";"1927";"";"Franz Wiesmann";"ja";"";"";"17";"1";"https://www.wwpipe.at/web-portal/complex-description/0816313"
"Hella-Hanzlik-Hof";"1160 Wien, Br¸ﬂlgasse Br¸ﬂlgasse";"1927";"1928";"";"Leopold Schulz";"nein";"";"";"49";"0";"https://www.wwpipe.at/web-portal/complex-description/0816314"
"Mildeplatz 7";"1160 Wien, Mildeplatz Mildeplatz";"1958";"1959";"";"Friedrich Weinkopf";"ja";"";"";"22";"2";"https://www.wwpipe.at/web-portal/complex-description/0616317"
"Sulmgasse 22-24";"1160 Wien, Sulmgasse Sulmgasse";"1930";"1931";"";"Hans Schimitzek";"nein";"";"";"20";"1";"https://www.wwpipe.at/web-portal/complex-description/0816319"
"Redtenbachergasse 40-44";"1160 Wien, Redtenbachergasse Redtenbachergasse";"1930";"1931";"";"Alfred Adler";"nein";"";"";"30";"0";"https://www.wwpipe.at/web-portal/complex-description/0816320"
"Paletzgasse 17";"1160 Wien, Paletzgasse Paletzgasse";"1930";"1931";"";"Josef (Jaroslav) Bayer";"nein";"";"";"82";"2";"https://www.wwpipe.at/web-portal/complex-description/0816321"
"Ganglbauergasse 4-12";"1160 Wien, Ganglbauergasse Ganglbauergasse";"1930";"1931";"";"Heinrich Vana";"ja";"";"";"122";"4";"https://www.wwpipe.at/web-portal/complex-description/0816322"
"Lorenz-Mandl-Gasse 36-38";"1160 Wien, Lorenz-Mandl-Gasse Lorenz-Mandl-Gasse";"1958";"1959";"";"Franz A. Bayer";"ja";"";"";"59";"1";"https://www.wwpipe.at/web-portal/complex-description/0616323"
"Heindlgasse 7-9";"1160 Wien, Heindlgasse Heindlgasse";"1931";"1932";"";"Hans Seitl";"nein";"";"";"25";"0";"https://www.wwpipe.at/web-portal/complex-description/0816326"
"Arltgasse 2-16";"1160 Wien, Arltgasse Arltgasse";"1931";"1956";"";"Anton Potyka, Hans Gass, Engelbert Mang, Anny Beranek";"ja";"";"";"226";"8";"https://www.wwpipe.at/web-portal/complex-description/0816327"
"Pfenninggeldgasse 3-7";"1160 Wien, Pfenninggeldgasse Pfenninggeldgasse";"1931";"1932";"";"Otto Nadel";"ja";"";"";"33";"3";"https://www.wwpipe.at/web-portal/complex-description/0816328"
"Hasnerstraﬂe 111-115";"1160 Wien, Hasnerstraﬂe Hasnerstraﬂe";"1931";"1932";"";"Franz Zabza";"ja";"";"";"37";"2";"https://www.wwpipe.at/web-portal/complex-description/0816329"
"Lorenz-Mandl-Gasse 7-9";"1160 Wien, Lorenz-Mandl-Gasse Lorenz-Mandl-Gasse";"1958";"1959";"";"Fritz Bˆhm-Raffay";"ja";"";"";"31";"0";"https://www.wwpipe.at/web-portal/complex-description/0616330"
"Odoakergasse 10-18";"1160 Wien, Odoakergasse Odoakergasse";"1933";"1933";"";"Karl Schmalhofer";"nein";"";"";"103";"5";"https://www.wwpipe.at/web-portal/complex-description/0816333"
"Haberlgasse 74";"1160 Wien, Haberlgasse Haberlgasse";"";"";"1938";"Erich Franz Leischner";"nein";"";"";"28";"1";"https://www.wwpipe.at/web-portal/complex-description/0816334"
"Wiesberggasse 6b";"1160 Wien, Wiesberggasse Wiesberggasse";"1936";"1937";"";"Karl Ehn";"ja";"";"";"67";"6";"https://www.wwpipe.at/web-portal/complex-description/0816336"
"Frˆbelgasse 55-57";"1160 Wien, Frˆbelgasse Frˆbelgasse";"1932";"1933";"";"Wiener Stadtbauamt, MA22";"nein";"";"";"30";"4";"https://www.wwpipe.at/web-portal/complex-description/0816337"
"Arltgasse 34-36";"1160 Wien, Arltgasse Arltgasse";"1949";"1950";"";"Karl Ehn";"nein";"";"";"27";"2";"https://www.wwpipe.at/web-portal/complex-description/0816338"
"Degengasse 7";"1160 Wien, Degengasse Degengasse";"1949";"1950";"";"Karl Vodak sen.";"nein";"";"";"16";"0";"https://www.wwpipe.at/web-portal/complex-description/0816339"
"Haberlgasse 76";"1160 Wien, Haberlgasse Haberlgasse";"1949";"1952";"";"Robert Ulrich, Leo Kammel sen.";"ja";"";"";"20";"3";"https://www.wwpipe.at/web-portal/complex-description/0816340"
"Panikengasse 6-8";"1160 Wien, Panikengasse Panikengasse";"1957";"1959";"";"Otto Nadel";"ja";"";"";"55";"0";"https://www.wwpipe.at/web-portal/complex-description/0616341"
"Koppstraﬂe 6";"1160 Wien, Koppstraﬂe Koppstraﬂe";"1952";"1953";"";"Hans Steindl";"nein";"";"";"30";"1";"https://www.wwpipe.at/web-portal/complex-description/0816344"
"Payergasse 18";"1160 Wien, Payergasse Payergasse";"1952";"1953";"";"Josef Wenz";"nein";"";"";"21";"0";"https://www.wwpipe.at/web-portal/complex-description/0816345"
"Wernhardtstraﬂe 12-16";"1160 Wien, Wernhardtstraﬂe Wernhardtstraﬂe";"1952";"1954";"";"Otto Katschenka, Karl Harberger, Alois Plessinger";"ja";"";"";"128";"2";"https://www.wwpipe.at/web-portal/complex-description/0816348"
"Karl-Metschl-Gasse 13-23";"1160 Wien, Karl-Metschl-Gasse Karl-Metschl-Gasse";"1953";"1954";"";"Walter Vasa, Oskar Heymann";"nein";"";"";"69";"2";"https://www.wwpipe.at/web-portal/complex-description/0816349"
"Klausgasse 1-11";"1160 Wien, Klausgasse Klausgasse";"1954";"1955";"";"Elisabeth Pongracz, Jakob Zachar, Anton Kralik, Georg Fleischmann";"ja";"";"";"277";"9";"https://www.wwpipe.at/web-portal/complex-description/0816351"
"Winterburgergasse 3-11";"1160 Wien, Winterburgergasse Winterburgergasse";"1966";"1968";"";"Ferdinand Albrecht, Bruno Tinhofer, Julius Bergmann, Walter Stepanik";"ja";"";"";"259";"9";"https://www.wwpipe.at/web-portal/complex-description/0516353"
"Heindlgasse 4";"1160 Wien, Heindlgasse Heindlgasse";"1954";"1956";"";"Hans Wˆlfl";"nein";"";"";"38";"2";"https://www.wwpipe.at/web-portal/complex-description/0816355"
"Hofferplatz 3";"1160 Wien, Hofferplatz Hofferplatz";"1955";"1957";"";"Julius Bergmann";"ja";"";"";"52";"4";"https://www.wwpipe.at/web-portal/complex-description/0816356"
"Weinheimergasse 7-9";"1160 Wien, Weinheimergasse Weinheimergasse";"1959";"1961";"";"Alfred Kraupa, Alfred Kratochwil";"ja";"";"";"102";"5";"https://www.wwpipe.at/web-portal/complex-description/0616358"
"Abelegasse 12";"1160 Wien, Abelegasse Abelegasse";"1955";"1956";"";"Josef Wurts";"ja";"";"";"17";"2";"https://www.wwpipe.at/web-portal/complex-description/0816359"
"Maroltingergasse 19-25";"1160 Wien, Maroltingergasse Maroltingergasse";"1959";"1960";"";"Rudolf Wawrik, Paul Schopper";"nein";"";"";"99";"6";"https://www.wwpipe.at/web-portal/complex-description/0616361"
"Ottakringer Straﬂe 217-221";"1160 Wien, Ottakringer Straﬂe Ottakringer Straﬂe";"1960";"1962";"";"Robert W. Preissecker";"ja";"";"";"42";"3";"https://www.wwpipe.at/web-portal/complex-description/0616362"
"Karoline-Pluskal-Hof";"1160 Wien, Sandleitengasse Sandleitengasse";"1960";"1962";"";"Anton Schweighofer, Rupert Falkner, Matthias Lukas Lang, Peter Czernin";"ja";"";"";"193";"4";"https://www.wwpipe.at/web-portal/complex-description/0616363"
"Ottakringer Straﬂe 147";"1160 Wien, Ottakringer Straﬂe Ottakringer Straﬂe";"1965";"1967";"";"Erwin H(einz) Dusl, Gerhard Kolbe, Frank Schl‰ger";"nein";"";"";"25";"2";"https://www.wwpipe.at/web-portal/complex-description/0616364"
"Mildeplatz 3";"1160 Wien, Mildeplatz Mildeplatz";"1967";"1968";"";"Karl Hauschka";"nein";"";"";"32";"1";"https://www.wwpipe.at/web-portal/complex-description/0416365"
"Winterburgergasse 1";"1160 Wien, Winterburgergasse Winterburgergasse";"1967";"1969";"";"Bruno Tinhofer";"nein";"";"";"34";"5";"https://www.wwpipe.at/web-portal/complex-description/0016366"
"Roseggergasse 44-46";"1160 Wien, Roseggergasse Roseggergasse";"1952";"1953";"";"Josef Horacek";"ja";"";"";"90";"10";"https://www.wwpipe.at/web-portal/complex-description/0816367"
"Friedrich-Kaiser-Gasse 36-38";"1160 Wien, Friedrich-Kaiser-Gasse Friedrich-Kaiser-Gasse";"1973";"1975";"";"Heinrich Reitst‰tter";"nein";"";"";"26";"4";"https://www.wwpipe.at/web-portal/complex-description/1216369"
"Abelegasse 29";"1160 Wien, Abelegasse Abelegasse";"1973";"1975";"";"Hellmut Schwab";"ja";"";"";"71";"1";"https://www.wwpipe.at/web-portal/complex-description/1216370"
"Haberlgasse 86";"1160 Wien, Haberlgasse Haberlgasse";"1973";"1975";"";"G¸nther Oberhofer, Josef Krawina";"ja";"";"";"18";"0";"https://www.wwpipe.at/web-portal/complex-description/1216371"
"Friedrich-Kaiser-Gasse 18-24";"1160 Wien, Friedrich-Kaiser-Gasse Friedrich-Kaiser-Gasse";"1975";"1977";"";"Johannes Lust";"nein";"";"";"41";"5";"https://www.wwpipe.at/web-portal/complex-description/1216372"
"Degengasse 34-38";"1160 Wien, Degengasse Degengasse";"1975";"1978";"";"Hermann Kittel";"ja";"";"";"54";"1";"https://www.wwpipe.at/web-portal/complex-description/1216374"
"Ameisbachzeile 119-123";"1160 Wien, Ameisbachzeile Ameisbachzeile";"1976";"1979";"";"Kurt Hlaweniczka";"ja";"";"";"163";"9";"https://www.wwpipe.at/web-portal/complex-description/1216375"
"Arnethgasse 105";"1160 Wien, Arnethgasse Arnethgasse";"1977";"1979";"";"Rudolf Angelides";"nein";"";"";"23";"3";"https://www.wwpipe.at/web-portal/complex-description/1516376"
"Bachgasse 14";"1160 Wien, Bachgasse Bachgasse";"1977";"1979";"";"Harald Wieser";"nein";"";"";"11";"0";"https://www.wwpipe.at/web-portal/complex-description/1516378"
"Grundsteingasse 6";"1160 Wien, Grundsteingasse Grundsteingasse";"1979";"1981";"";"Maria Anna Hutter";"nein";"";"";"15";"0";"https://www.wwpipe.at/web-portal/complex-description/1516379"
"Feﬂtgasse 12-14";"1160 Wien, Feﬂtgasse Feﬂtgasse";"1977";"1980";"";"Ottokar Uhl";"nein";"";"";"39";"3";"https://www.wwpipe.at/web-portal/complex-description/1516380"
